,time,latitude,longitude,speed,cog,rot,ac
0,59880.0,31.784174,121.09741,7.1,195.6,0.0,0.0
1,60000.0,31.776926,121.09575,6.842276310883197,181.4,0.2251456904131943,0.057018969257359976
2,60120.0,31.77252,121.09561,4.084196320906104,179.5,0.03176416521382451,-0.02298399991647578
3,60240.0,31.769346,121.09584,2.94668167472368,177.2,-0.07233733053917592,-0.009479288718186867
4,60360.0,31.764027,121.09579,4.928872528306061,181.1,0.009399986337769926,0.01651825711318651
5,60600.0,31.758673,121.09581,2.4805860002348212,181.7,-0.0037355074672206627,-0.0102011938669635
6,60720.0,31.752987,121.0955,5.2744447585844245,178.1,0.05446595091630417,0.023282156319580027
7,60840.0,31.746687,121.094826,5.861841382917879,186.7,0.10657874133087065,0.004894971869445453
8,60960.0,31.743126,121.09424,3.3318631985911953,183.2,0.16309875317183073,-0.021083151536055698
9,61200.0,31.735367,121.09409,3.595325152007719,179.1,0.019329980298062675,0.0010977581392355162
10,61320.0,31.730707,121.09228,4.547584403900159,210.6,0.37047699572238474,0.007935493765770333
11,61440.0,31.728777,121.09152,1.886026583248466,185.8,0.3751348978875757,-0.02217964850543078
12,61560.0,31.725893,121.09049,2.79296444352593,222.0,0.34302394042054735,0.007557815502312202
13,62160.0,31.725714,121.090294,0.04533233021012007,219.7,0.8307004799636859,-0.00457938685552635
