,time,latitude,longitude,speed,cog,rot,ac
0,60360.0,31.72567,121.09032,0.1,310.6,0.0,0.0
1,60840.0,31.7298,121.09292,1.0852636715137627,9.2,0.5618573403060256,0.002260965982320339
2,61080.0,31.737694,121.09206,3.673052692195778,1.0,-0.10851553947114871,0.010782454252841729
3,61320.0,31.74262,121.095665,2.6882044812986665,57.3,0.631771249333812,-0.004103534212071297
4,61440.0,31.744526,121.0985,2.8478216439145245,43.100002,0.9788966901219038,0.0013301430217988167
5,61680.0,31.75065,121.099266,2.853329156304302,355.5,0.1244353836295478,2.294796829073927e-05
6,61800.0,31.755796000000004,121.09844,4.812619345546297,348.4,-0.15915543644842503,0.016327418243683292
7,61920.0,31.76122,121.09675,5.199398290885815,340.9,-0.30204483245052066,0.003223157877829319
8,62040.0,31.763147,121.09608,1.8619946245677812,345.2,-0.3346160668015292,-0.027811697219316953
9,62160.0,31.76912,121.09463999999998,5.649797234463045,352.0,-0.2365705239969946,0.031565021749127196
10,62400.0,31.777157,121.093895,3.7351844737900026,12.5,-0.09243213947068678,-0.00797755316947101
11,62520.0,31.779774,121.09502,2.581825349897783,24.0,0.4059980825061269,-0.009611326032435164
12,62640.0,31.784233,121.09723,4.48355291871899,11.400001,0.4601429504508007,0.015847729740176727
13,62760.0,31.78518,121.097466,0.8969860561471878,12.8,0.24423313642702135,-0.029888057188098352
14,62880.0,31.787586,121.09805,2.276416344262768,344.9,0.23812140383972683,0.011495252400963166
