,time,latitude,longitude,speed,cog,rot,ac
0,18840.0,31.729853,121.09264,7.8,192.90001,0.0,0.0
1,20280.0,31.731577,121.093,0.13520834673799043,9.2,0.20585860946419582,9.389468523471557e-05
2,20640.0,31.741207,121.09472,3.008585507465223,10.900001,0.17674479626474282,0.007981603224242313
3,20880.0,31.746353000000006,121.096054,2.4414523425086965,20.1,0.2536471201469424,-0.0023630548539855262
4,21240.0,31.758354,121.09823,3.7506060335679363,4.8,0.17936949757213932,0.003636538030720111
5,21480.0,31.763626,121.09871,2.4498898491798604,8.0,0.09079670482129122,-0.005419650768283649
6,21720.0,31.771,121.09837,3.419088139824895,352.5,-0.04607531416918393,0.004038326211020978
7,21960.0,31.778753,121.096176,3.6945443177006756,348.1,-0.2757766073688956,0.0011477340744824186
8,22200.0,31.786720000000006,121.09784,3.748933169388487,21.2,0.20590158376626513,0.0002266202153658803
9,22800.0,31.787373,121.097984,0.12312480218650516,201.2,0.21704688727055144,-0.006043013945336636
