,time,latitude,longitude,speed,cog,rot,ac
0,7200.0,31.725554,121.09056,2.1000001,225.40001,0.0,0.0
1,7800.0,31.728653,121.09248999999998,0.6499225882096012,19.300001,0.5570024291765974,0.0010832043136826688
2,8040.0,31.733873,121.09565,2.7202344184709433,21.3,0.5443542747957026,0.008626299292755593
3,8160.0,31.740206,121.097336,6.0168499681572225,10.400001,0.26018957072752125,0.02747179624738566
4,8280.0,31.744587,121.09793,4.086438582074525,351.30002,0.1347636865899557,-0.01608676155068915
5,8400.0,31.748787,121.097176,3.9369131661811134,357.8,-0.17763165386373075,-0.001246045132445095
6,8520.0,31.751472,121.097145,2.488106389102474,356.9,-0.01154511086370678,-0.012073389808988663
7,8640.0,31.758316,121.09664,6.3542874611898,0.90000004,-0.07365378163550175,0.03221817560072772
8,8880.0,31.766047,121.09595,3.5921648799371098,355.5,-0.08901520939507052,-0.011508844088552878
9,9000.0,31.770372,121.09536,4.034514150611155,354.7,-0.13557930292542592,0.0036862439222837126
10,9120.0,31.773546000000003,121.09502,2.953276594896619,348.3,-0.10671342372625256,-0.009010312964287804
11,9480.0,31.786057,121.09798,3.9417137309988926,13.7,0.23231991740199712,0.0027456587113952047
12,9840.0,31.78763,121.09832,0.4939923645895857,190.2,0.21287269077190007,-0.009577003795581409
