,time,latitude,longitude,speed,cog,rot,ac
0,54720.0,31.725634000000003,121.09028,0.1,215.40001,0.0,0.0
1,55680.0,31.73196,121.09251,0.7649547863898103,17.2,0.3389122039595592,0.0007968279024893857
2,55920.0,31.737606,121.09393,2.675035251666251,20.5,0.2463950927739006,0.007958668605318502
3,56040.0,31.742754,121.09673,5.255864000738119,29.2,0.49814826934652084,0.021506906242265568
4,56160.0,31.745293,121.09827,2.647235289068253,25.0,0.5452129951777506,-0.02173857259724888
5,56280.0,31.75068,121.09987,5.14847909746855,357.1,0.28871263910198425,0.020843698403335807
6,56400.0,31.75386,121.09946399999998,2.9639797004346877,352.7,-0.12698595652155167,-0.018204161641948848
7,56520.0,31.757113,121.09893,3.0435317017822765,351.9,-0.16270503575580958,0.0006629333445632398
8,56640.0,31.76098,121.09843,3.6048461815080004,352.7,-0.12858578747427166,0.004677620664381032
9,56760.0,31.76564,121.098,4.331338425028894,358.9,-0.0920141134949077,0.006054102029340784
10,56880.0,31.76715,121.09796,1.3995576448704787,355.80002,-0.026483872596734105,-0.024431506501320133
11,57000.0,31.774256,121.09604,6.756081614655688,344.1,-0.2638928323090767,0.04463769974821008
12,57240.0,31.781033,121.09625,3.1409559414110166,11.6,0.030977250169121107,-0.015063023638519465
13,57360.0,31.783787,121.09707,2.6323941260014423,9.7,0.28939013075506115,-0.00423801512841312
14,57480.0,31.787434,121.09798,3.4545753320657977,10.8,0.24452699197534092,0.006851510050536295
15,57840.0,31.78756,121.09804,0.04198544422253913,2.8,0.44441920984637445,-0.009479416355120163
