,time,latitude,longitude,speed,cog,rot,ac
0,1320.0,31.725487,121.09047,0.2,228.5,0.0,0.0
1,1920.0,31.728848,121.09235,0.6897796432811911,6.5,0.5099989477206943,0.0011496327388019851
2,2160.0,31.737173,121.09328,3.874444249372576,359.3,0.11125045820102246,0.013269435858714103
3,2280.0,31.739674,121.09313,2.3205003707071543,355.6,-0.05990425073500935,-0.012949532322211847
4,2400.0,31.747734,121.09463999999998,7.562785719032212,19.1,0.18519812603778837,0.04368571123604215
5,2640.0,31.75296,121.096985,2.591542677504054,353.0,0.4217872598739075,-0.020713512673033993
6,2760.0,31.760387,121.09543,6.990246322602415,349.4,-0.20638988954327356,0.036655863709153004
7,2880.0,31.762814,121.09504,2.2698108002387354,353.1,-0.15933012349486286,-0.039336962686363997
8,3000.0,31.766506,121.0944,3.4580539008047513,352.4,-0.171642092643913,0.009902025838050133
9,3120.0,31.772573,121.09417,5.624749320224668,2.4,-0.03789185956563557,0.018055795161832637
10,3240.0,31.779236,121.09552,6.265014268372982,6.7000003,0.1999052906237584,0.005335541234569289
11,3360.0,31.782274,121.09633999999998,2.888235245309561,17.0,0.2636320651767529,-0.028139825192195177
12,3960.0,31.786158,121.09805,0.7685578484887542,195.3,0.4147311865509289,-0.003532795661368011
