,time,latitude,longitude,speed,cog,rot,ac
0,15840.0,31.725473,121.09076,0.0,0.0,0.0,0.0
1,21120.0,31.726748,121.09153,0.030186425072545056,25.2,0.5432980185165357,5.717125960709291e-06
2,21240.0,31.729937,121.09142,2.9562766626451045,350.7,-0.0344799011873155,0.02438408531310466
3,21360.0,31.732546000000006,121.09115,2.4269098112517264,4.6,-0.10312083908057025,-0.00441139042827815
4,21480.0,31.736374,121.09163,3.5672321451183553,356.6,0.12474079699589653,0.00950268611555524
5,21600.0,31.740267,121.092224,3.637593679914728,7.3,0.15141373623085141,0.0005863461233031053
6,21720.0,31.742287,121.09236,1.8748469266568073,3.4,0.06722528025252969,-0.01468955627714934
7,21840.0,31.74932,121.092575,6.519151104852081,3.4,0.030560651571244733,0.03870253481829395
8,21960.0,31.752453000000006,121.09274,2.9060239420523364,3.5,0.052616566941286476,-0.030109393023331203
9,22200.0,31.760674,121.09376,3.830026978837011,15.3,0.12344165707508478,0.0038500126532694783
10,22320.0,31.762594,121.09448,1.867363176923424,17.800001,0.3587706702713834,-0.016355531682613226
11,22440.0,31.76781,121.09588,4.957523995806074,4.0,0.26222452772723914,0.025751340157355418
12,22560.0,31.7699,121.095856,1.936737263603137,357.80002,-0.011482748879815057,-0.02517322276835781
13,22680.0,31.776787,121.094734,6.44257938742494,13.900001,-0.16149682294759915,0.037548684365181696
14,22800.0,31.777624,121.09512,0.833057751550486,23.9,0.43210467638222133,-0.04674601363228712
15,22920.0,31.784388,121.09748,6.537554701851805,12.2,0.3356998526350405,0.04753747458584433
16,23040.0,31.78733,121.09834,2.809025356150558,11.2,0.28439441189401,-0.031071077880843727
17,23400.0,31.787596,121.0984,0.08365721402486807,9.8,0.22185111494335533,-0.00757046706146025
